raw,processed
"Terulang lagi Tgl.28 juni transaksi tpi pending,setelah hubingi CS LinkAja lewat email baru di balas dan di suruh tunggu 3x24 jam tpi sampai tanggal 7 juli ga ada perubahannya masih pending saja.Lambat respon dan mengecewakan. Dan lebih parah lagi Sisa saldo sekarang jadi 0.harap hati hati klo transaksi di LinkAja.",terulang tanggal juni transaksi pending hubingi cs lewat email balas suruh tunggu jam tanggal juli perubahannya pending lambat respon mengecewakan parah sisa saldo jadi harap hati hati transaksi
Woy ......lemot amat si lu... ewalet yg lain sdh pada cair insentif tgl 30 juni...ini masih anteng aja gk ada pergerakan......kalau mau tumbang kabarin.....jadi saya pindah ewalet lain😏😏😏,woy lambat ewalet cair insentif tanggal juni anteng gak pergerakan tumbang kabarin jadi pindah ewalet
"Aplikasih ga jls , gila jgn mau pake aplikasi ini lg . Tf ke link 300 rb buat bayar tiket uang ga masuk"" masa orang lg buru"" buat bayar tiket suruh nunggu 14 hari kerja . Apaan tuh KLO MAU MKN UANG ORANG GA GINI CARA NYA . GUA MAU BALIKIN TUH UANG GIMANAH CARA NYA . GU TUNGGU",aplikasih jls gila pakai tf link ribu bayar tiket uang masuk masa orang buru bayar tiket suruh menunggu kerja uang orang cara balikin uang gimanah cara gu tunggu
kenapa linkAja punya sy gk bisa dibuka sama sekali ya sejak puasa kemarin.. sy liat di playstore juga gk ada pembaruan.. jadi aplikasinya klo dibuka cuma tulisan linkAja gk bisa masuk menu.. padahal puasa kemarin sy lagi butuh bgt mana sy saldonya di linkAja masih ada lagi,punya gak dibuka puasa kemarin lihat playstore gak pembaruan jadi aplikasinya dibuka tulisan gak masuk menu puasa kemarin butuh banget saldonya
"Bintang 1 aja.. Beli pulsa di app ini, sering gagal, tapi saldo berkurang. Udah ngadu ke cs, ikuti cara dia..hasilnya gak ada. Saldo tidak kembali..",bintang beli pulsa app gagal saldo berkurang mengadu cs ikuti cara hasilnya saldo kembali
"Beberapa bulan ini sering eror dan gagal transfer terus,,,terutama saat transfer ke bank *RI...mohon untuk segera di perbaiki",bulan eror gagal transfer terus terutama transfer bank ri untuk perbaiki
"Sekarang kok kaya gini apk nya, pas mau isi pulsa atau paket malah data tidak tersedia maksudnya gimna? Aku sudah memperbaharui tapi sama saja, dan juga utk pulsa Telkomsel sudah tidak ada yg 5rb dan 10rb",kayak pas isi pulsa paket data tersedia maksudnya gimana memperbaharui untuk pulsa telkomsel ribu ribu
"Kok skrg kyk gini ya,dulu enak bayar tagihan listrik, transfer,isi pulsa cpt,kok skrg kgk bisa yg kluar cma d suru download versi terbaru sama aja, giliran topup cpt bgt 🤦",kayak enak bayar tagihan listrik transfer isi pulsa cepat keluar suruh download versi terbaru giliran topup cepat banget
Ini kenapa ya appsnya? Aku baru aja update kok jadi robot hijau. Tpi masih bisa di pake sih. Tpi pen tau aja knpa kok bisa gitu. Mohon daei pihak yg bersangkutan untuk bantu menjawab. Terimakasih,appsnya update jadi robot hijau pakai pengen tahu daei pihak bersangkutan untuk bantu menjawab terimakasih
Saya isi saldo 2x dan yg 1 sjumlah 37 rbu dn masuk ke akun slannutnya yg ke 2 sjumlah 33 rbu ttpi saldo sy tdak brtambah di akun smntra di struknya menyatakan brhasil. Kok sprti in??? Apa mau nipu2????sy mnta agr cust linkaja jgan dibuat kecewa krn bahaya 1 cust dbuat linkaja dgan tdk profesional shingga hlang 33 rbu!! Gmna lo ad min 100 orang/hari mnglami hal yg sama??? 100×33 rbu??? Brapa ya????,isi saldo sjumlah rbu masuk akun slannutnya sjumlah rbu ttpi saldo brtambah akun smntra struknya menyatakan berhasil tipu minta agr cust dibuat kecewa bahaya cust dibuat dgan profesional shingga hlang rbu gimana min orang mnglami rbu
"Aplikasi yang tidak pernah mengecewakan kita sebagai penggunanya. Selain tidak mengecewakan, aplikasi ini juga memberikan kemudahan bagi saya yg malas pergi ke tempat pembayaran manual. Hanya dengan aplikasi ini saya bisa membayar PDAM, BPJS, dll secara online. Selain itu kita juga bisa membayar gojek, grab, dan melakukan pembayaran di toko online seperti tokopedia, bukalapak, dan lain sebagainya. Dengan aplikasi linkaja semua aman terkendali💙",mengecewakan penggunanya mengecewakan memberikan kemudahan malas pergi tempat pembayaran manual membayar pdam bpjs dan lain-lain secara onlen membayar gojek grab melakukan pembayaran toko onlen tokopedia bukalapak aman terkendali
Aplikasi parah. Isi ulang pulsa gagal tapi uang saldo link ga balik juga sampe harus kirim email bantuan tp kembalian saldopun belum ada. Payah.. tolong diperbaiki.,parah isi ulang pulsa gagal uang saldo link balik kirim email bantuan kembalian saldopun payah diperbaiki
"Sudah melakukan pengaduan melalui email link aja, malah tiba2 di stop gitu aja dan tidak ada konfirmasi lebih lanjut. Uang saya ga masuk di link aja",melakukan pengaduan email link tiba stop konfirmasi lanjut uang masuk link
"Good Apk. Aplikasi ini sangat membantu. Dengan aplikasi ini kita dapat dengan mudah melakukan transaksi pembayaran apa saja mulai dari bayar tagiha listrik maupun air, bayar gojek, dan bayar belanjaan online kita di aplikasi Blibli/ Buka lapak. GK bikin krengke. Rekomen banget.",good membantu mudah melakukan transaksi pembayaran mulai bayar tagiha listrik air bayar gojek bayar belanjaan onlen blibli lapak gak krengke rekomen banget
"Baru download linkaja tp pas mau buka applikasinya, logo aplikasinya bukan yg merah seperti biasa tp logo Android baru tulisan linkaja di bawahnya. Untuk sementara 3 bintang dl.",download pas applikasinya logo aplikasinya merah logo android tulisan bawahnya untuk bintang
"Mau reset pin transaksi ,tp yg tersedia cuma hubungi call center ,gabisa lewat email/pertanyaan pemulihan ,akun saya ada saldo ny ,gimana ini admin tolong di perbaiki",reset pin transaksi tersedia hubungi call center tidak bisa lewat email pertanyaan pemulihan akun saldo admin perbaiki
"Suka banget sama aplikasi ini,mudah lagi bisaabeli pulsa/data,pascabayar dan data roaming.bisabayar tagihan listrik,pdam,gas, internet dllbisa pembayaran gojek,grab dl,bisa bayar asuransi,dan ada yang baru juga lo sekarang bisa bayar zakat,infaq,dan wakaf secara online",suka banget mudah bisaabeli pulsa data pascabayar data roaming bisabayar tagihan listrik pdam gas internet dllbisa pembayaran gojek grab bayar asuransi bayar zakat infaq wakaf secara onlen
"Saya tarik tunai di atm transaksi gagal tapi saldo berkurang ,tolong segera di bantu saya telpin costumer service ga jelas semuanya jujur 2 tahun saya oakai link aja kali ini saya benar benar kecewa",tarik tunai atm transaksi gagal saldo berkurang bantu telpin costumer service jelas jujur tahun oakai link kali benar benar kecewa
"Nice banget apk.ini,, ga ada duanya pokoknya,,kamu bisa dengan sangat mudah melakukan pembayaran beli token listrik, pulsa, bayar grabfood, gojek, bukalapak dan masih banyak lagi lainnya, yg blm tentu ada apk Yang lain, hanya dengan satu klik, semua kelar, dimanapun kamu berada",nice banget duanya pokoknya mudah melakukan pembayaran beli token listrik pulsa bayar grabfood gojek bukalapak satu klik kelar dimanapun berada
"Sangat recomended, mau transaksi apapun bisa. Ga perlu ribet, mau bayar pajak tinggal klik doang, udah bisa cetak perpanjangan STNK sendiri, GA PERLU antri ke SAMSAT. Mantap lah. Dalam 1 aplikasi, bisa buat macam"" transaksi dalam kebutuhan sehari-hari. Terima Kasih, sudah memberi kemudahan 👍👍👍",recomended transaksi apapun perlu ribet bayar pajak tinggal klik doang cetak perpanjangan stnk perlu antri samsat mantap transaksi kebutuhan sehari terima memberi kemudahan
"Kenapa linkaja makin lama kok makin buruk pelayanannya, saya gk masalah dg biaya yg saya tanggung ke rekening BCA sebesar 6500 wajar ja tp klo ada kendala respon lelet bukan nambah solusi malah nambah ribet.",buruk pelayanannya gak masalah biaya tanggung rekening baca sebesar wajar kendala respon lambat bertambah solusi bertambah ribet
"Aplikasi linkaja ini sangat berguna sekali dan, kenyamanan & keamanan Mantap, pertahankan & terus kembangkan! Bisa digunakan untuk transaksi bayar di tokopedia, bayar bbm di mypertamina, ovo, gopay, bayar listrik, PDAM, pulsa, dll. Bahkan saya sudah gunakan untuk bayar tiket kereta, dan transfer uang secepat kilat. Terima kasih linkaja.",berguna kenyamanan keamanan mantap pertahankan terus kembangkan digunakan untuk transaksi bayar tokopedia bayar bbm mypertamina gopay bayar listrik pdam pulsa dan lain-lain gunakan untuk bayar tiket kereta transfer uang secepat kilat terima
"Aplikasinya bagus, tapi setelah update malah gk bisa transfer, uangnya jadi nyangkut, kecewa sih dgn performanya sekarang, semoga kedepannya bisa lebih baik",aplikasinya bagus update gak transfer uangnya jadi nyangkut kecewa performanya semoga kedepannya baik
"Menurut saya aplikasi LinkAja ini sangat bagus karena mempermudah pembayaran secara online, belum lagi banyak promo yang di tawarkan, bahkan ada sistem barcode yang mempercepat proses pembayaran, dan pengisian saldo yang mudah bisa melalui Transfer rekening bank bahkan alfamart.",menurut bagus mempermudah pembayaran secara onlen promo tawarkan sistem barcode mempercepat proses pembayaran pengisian saldo mudah transfer rekening bank alfama
"Aplikasi link aja sangat membantu saya bertransaksi online. Beli pulsa data di mytelkomsel jadi lebih mudah. Bisa tukar telkomsel poin jadi saldo berkah dengan layanan syariah link aja. Ada juga untuk bayar listrik, tv kabel, pdam, pascabayar, emoney, hiburan, pajak dan lain-lainnya. Bayar zakat dan bisa menghitung biaya zakat profesi berapa yang harus dikeluarkan. Wahh keren banget deh pokoknya. Terima kasih Sukses terus.",link membantu bertransaksi onlen beli pulsa data mytelkomsel jadi mudah tukar telkomsel poin jadi saldo berkah layanan syariah link untuk bayar listrik tv kabel pdam pascabayar emoney hiburan pajak bayar zakat menghitung biaya zakat profesi dikeluarkan keren banget deh pokoknya terima sukses terus
"Aplikasi ini membantu aku dalam sehari - hari , dan gampang banget cara makainya, mudahin aku dalam hal seperti beli token listrik, bayar gopay, bayar gojek, bayar grabfood, bayar di bukalapak, dan masih byk lagi,, bagi suka nge game juga bisa dapet voucher loh, seru pokoknya,, dan ada juga beli ansuransi, atau mau investasi. Recomendedd deh 👍👍👍",membantu sehari gampang banget cara makainya mudahin beli token listrik bayar gopay bayar gojek bayar grabfood bayar bukalapak suka nge permainan voucher loh seru pokoknya beli ansuransi investasi recomendedd deh
"Sangat membantu sekali,bisa TF gratis antar bank, harapan nya sih semoga aplikasinya kalau malam hari jangan sering2 gangguan, top up dan TF nya selalu tertunda dan kadang gagal hehe,, sukses selalu Link Aja.",membantu tf gratis bank harapan semoga aplikasinya malam gangguan top up tf tertunda kadang gagal he sukses link
aplikasi gak bertanggung jawab top up dari tanggal 20 mei 2021 sampai sekarang belum masukk sudah saya telpon cs nya dan sudah saya email katanya suruh nunggu 14x24 jam kerja tidak termasuk hari sabtu dan minggu dan hari libur nasional. .hulala lamanya aplikasi apa ini jujur saya kecewa dengan aplikasi link aja. maaf saya harus review disini karena sabarr saya sudah habiss😂,bertanggung jawab top up tanggal mei masukk telpon cs email katanya suruh menunggu jam kerja termasuk sabtu minggu libur nasional hulala jujur kecewa link maaf review sabarr habi
"Baru pertama download uda kecewa. Setiap melakukan pembayaran di aplikasi Grab selalu gagal dengan keterangan saldo tidak cukup,padahal saldo berlebih.Kenapa ya?",pertama download kecewa melakukan pembayaran grab gagal keterangan saldo cukup saldo berlebih
"Saya sudah pernah top up dan transaksi di link aja, kemudian sudah lama ga buka link aja, tiba2 sy cek ga ada riwayat dan saldopun 0, ini maksudnya gimana??! Gmn cara tracking transaksi2 sebelumnya?",top up transaksi link link tiba cek riwayat saldopun maksudnya gimana cara tracking transaksi
"Isi pulsa CUMA 100RB doang sih tp dari malam ke pagi ga masuk2. Komplain by Twitter, di dm oleh salah satu adminnya minta bukti transfer, okey sudah di kirim. Habis itu tdk ada tindak lanjut sama sekali. Maksudnya gmn sih?",isi pulsa ribu doang malam pagi masuk komplain by twitter dm salah satu adminnya meminta bukti transfer okey kirim habis tindak lanjut maksudnya gimana
"Maaf telat update bintang,, saya sudah pake aplikasi ini buat transaksi puluhan kali, dari pulsa, jajan, transfer dll sangat puas... Terimakasih LinkAja",maaf terlambat update bintang pakai transaksi puluhan kali pulsa jajan transfer dan lain-lain puas terimakasih
"Aplikasi ini sangat membantu saya., untuk pembayaran listrik, tv kabel gojek dan yang lainnya. Transfer juga dengan aplikasi ini sangat gampang Transportasi dan hiburan juga tersedia. Lengkap pokok e. Ada banyak merchant menarik yang bisa kita dapatkan bersama. Trimkasih sudah membantu saya. Semoga makin banyak cash backnya. Sekarang lebih mudah link Aja. Pas banget buat kamu.",membantu untuk pembayaran listrik tv kabel gojek transfer gampang transportasi hiburan tersedia lengkap pokok merchant menarik dapatkan trimkasih membantu semoga cash backnya mudah link pas banget
"Sebenarnya aplikasi ini sangat membantu, tapi sayangnya kalo mau komlpain dan melakukan pengaduan sangat lambat di respon. Untuk menghubungi service centre sistemnya ribet pake banget, tolong di permudah untuk kontak senternya, biar gampang hubungi kalian para operator. Bintang 1 sangat cocok untuk kalian",membantu sayangnya komlpain melakukan pengaduan lambat respon untuk menghubungi service centre sistemnya ribet pakai banget permudah untuk kontak senternya gampang hubungi operator bintang cocok untuk
Histori transaksi hilang setiap bulan.. Contohnya : setiap mau bayar-bayar harus selalu copy paste atau ketik no rekening listrik atau virtual acc.. Jadi sangat merepotkan. Cobalah kasih tombol atau tools yg auto,histori transaksi hilang bulan contohnya bayar bayar copy paste ketik no rekening listrik virtual accord jadi merepotkan cobalah tombol tools auto
"Aplikasi nya bagus bgt, sangat berguna buat bayar gojek, sangat berguna Gak kecewa download aplikasi ini. Mudah di gunakan tampilannya gak bikin ribet pokoknya terbaik banget aplikasi ini. Jangan ragu deh buat gunain aplikasi ini soalnya mempermudah kita sebagai pengguna baru gak perlu repot-repot bingung cara gunainya. Buruan di download ya pasti gak kecewa dehh yakin...",bagus banget berguna bayar gojek berguna kecewa download mudah gunakan tampilannya ribet pokoknya terbaik banget ragu deh gunain soalnya mempermudah pengguna perlu repot repot bingung cara gunainya buruan download kecewa deh yakin
"Apk link aja ini keren banget. Saya bisa melakukan berbagai transaksi seperti menerima atau mengirimkan uang dengan proses yang cepat, beli pulsa pun g pake lama, yang pasti sejauh ini aplikasinya recommended bangetz. Dan beberapa bulan yang lalu ngebantu aq banget cz aplikasi ini connect with prakerja.go.id utk penarikan dana. Terimakasih Linkaja!",link keren banget melakukan berbagai transaksi menerima mengirimkan uang proses cepat beli pulsa pakai sejauh aplikasinya recommended bangetz bulan membantu banget cz connect with prakerja go id untuk penarikan terimakasih
"Bagus.. terlihat familiar sama seperti aplikasi ovo, go pay dan lainnya.. bagusnya LinkAja bisa tersambung dengan beberapa mesin atm Bank terpercaya Indonesia dan sekarang beberapa alat transportasi di jakarta sudah ada yang terima pembayaran melalui aplikasi LinkAja.. selain pembayaran transportasi, LinkAja juga membantu kita untuk pembayaran PLN, Pembelian Pulsa,. TV cable, PDAM dan lainnya.",bagus terlihat familiar go pay bagusnya tersambung mesin atm bank terpercaya indonesia alat transportasi jakarta terima pembayaran pembayaran transportasi membantu untuk pembayaran pln pembelian pulsa tv cable pdam
"Salah sandi 3 kali langsung terblokir!! Telpon call center ribet sangat!! Semua ditanya! Mana habiskan pulsa banyak pula🤦🏿‍♀️ lumaya uang 350k! Sebelumnya saya kasih bintang 1 karena call centernya terlalu rumit. Tapi setelah link aja membalas ulasan saya ini, dan menyarankan lewat gmail. Semuanya selesai dalam beberapa jam. Dan akun saya yg terblokir kembali normal. Thank you link aja",salah sandi kali langsung terblokir telpon call center ribet ditanya habiskan pulsa lumaya uang bintang call centernya rumit link membalas ulasan menyarankan lewat gmail selesai jam akun terblokir kembali normal thank you link
"Sumpah!! Aplikasi ini berguna banget buat aku kenapa, karena disini banyak banget menu yang ngemudahin aku, contohnya aja beli token listrik, beli pulsa hape, dan aku kan orangnya suka ngegame ya nah di aplikasi ini tuh ada paket gamesmax nya dan dapet voucher game juga ngebantu banget pokonya aplikasi ini buat yg gak mau ribet dan pastinya banyak untungnya, wajib banget download pokonya!! Mudah banget buat beli data, beli tagihan, beli asuransi",sumpah berguna banget banget menu ngemudahin contohnya beli token listrik beli pulsa hape orangnya suka ngegame paket gamesmax voucher permainan membantu banget pokoknya ribet pastinya untungnya wajib banget download pokoknya mudah banget beli data beli tagihan beli asuransi
"Aplikasi pembayaran yang sangat bagus, dalam aplikasi ini bisa melakukan pembayaran pulsa, biaya bulanan rumah (listrik, air, gas), koperasi, transportasi, bayar gojek, bayar grabfood, bayar di bukalapak, bayar di blibli bisa dilakukan dalam aplikasi ini. Cara pengisian saldo juga mudah dapat dilakukan melalui transfer bank, kartu debit, atau langsung menuju ke merchant terdekat di daerah kalian. Jadi tunggu apalagi langsung download aja sekarang",pembayaran bagus melakukan pembayaran pulsa biaya bulanan rumah listrik air gas koperasi transportasi bayar gojek bayar grabfood bayar bukalapak bayar blibli dilakukan cara pengisian saldo mudah dilakukan transfer bank kartu debit langsung menuju merchant terdekat daerah jadi tunggu langsung download
"Aplikasinya sangat bagus dan keren selain itu mempermudah kita untuk melakukan tramsaksi online melakukan pembayaran dan yang lain nya,jadi jangan ragu lagi untuk memiliki aplikasi ini sangat direkomendasikan sekali bagi kalian yang males keluar rumah dan sangat cocok untuk situasi sangat ini, cara menggunakannya juga sangat mudah, jadi jangan ragu lagi ayo segera di download!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",aplikasinya bagus keren mempermudah untuk melakukan tramsaksi onlen melakukan pembayaran jadi ragu untuk memiliki direkomendasikan malas keluar rumah cocok untuk situasi cara menggunakannya mudah jadi ragu ayo download
Baru coba sih pakai link... Cuman saran saya lebih ditambah lagi cara pembayaran atau top up saldonya seperti melalui Indomaret atau Alfamart. Selebihnya terbantu dengan adanya linkaja.,coba pakai link saran ditambah cara pembayaran top up saldonya indomaret alfama selebihnya terbantu
"Aplikasi ini sangat bermanfaat dan memepermudah kita dalam bertarnsaksi belanka online dengan proses yang sangat cepat dan lebih menguntungkan. Kita semua dapat bayar beberapa merchant seperti makanan belanja dan lain lain. Pokonya aplikasi ini mantap,semoga yang membuat aplikasi ini panjang umur aminnn.... 👍👍👍👍👍",bermanfaat memepermudah bertarnsaksi belanka onlen proses cepat menguntungkan bayar merchant makanan belanja pokoknya mantap semoga membuat panjang umur amin
"Kemarin ada kendala saldo tidak bertambah di LinkAja, saya coba tanyakan ke CS LinkAja melalui Email&LiveChat Alhamdulillah direspon dengan cepat, setelah mereka cek ternyata uang memang blm masuk dikarenakan ada masalah pada pihak Banknya.",kemarin kendala saldo bertambah coba tanyakan cs email livechat alhamdulillah direspon cepat cek ternyata uang masuk masalah pihak banknya
Saya turunin bintangnya Karna proses pencairan insentif prakerja sangat lambat sekali. Ewalet ovo.gopay.Bni.dana udah pada kelar semua dri tanggal 1-30 sedangkan link tidak ada perubahan. Mohon perbaikannya,turunin bintangnya proses pencairan insentif prakerja lambat ewalet gopay bni kelar tanggal link perubahan perbaikannya
Id keluhan 05992552 Saya sangat kecewa dengan tim link aja Ini dalam masa covid 19 malahan dipersulit dalam melakukan transaksi Bagaimana saya bisa menghubungi ortu kalo transaksi berhasil tapi pulsa beli masuk Coba lah kalian berperasaan sedikit jangan bersikap seperti bot,id keluhan kecewa tim link masa covid dipersulit melakukan transaksi menghubungi orang tua transaksi berhasil pulsa beli masuk coba berperasaan bersikap bot
"Woaah, LinkAja mantap sekali, Cukup menggunakan satu e-wallet sudah bisa melakukan pembayaran ke seluruh merchant online dan offline, pembayaran di Gojek, Grabfood, Blibli, Tokopedia, dll. Selain itu juga bisa dipakai untuk melakukan pembayaran pada transportasi umum seperti Busway, KRL, LRT, dan masih banyak lagi. Satu aplikasi untuk semua kebutuhan",woaah mantap cukup menggunakan satu wallet melakukan pembayaran merchant onlen oflen pembayaran gojek grabfood blibli tokopedia dan lain-lain dipakai untuk melakukan pembayaran transportasi umum busway krl satu untuk kebutuhan
"Belum lama install link aja, sempat lancar tdk ada masalah, skrg sdh error, ga bisa dibuka, imbasnya ga bisa beli voucher utk top up let it flo. Mohon bantuannya utk mengatasi problem ini min.",install link lancar masalah error dibuka imbasnya beli voucher untuk top up let flo bantuannya untuk mengatasi masalah min
Ya begitulah Telkomsel dengan segala fasiilitas dan layanannya makin hari makin buruk tarif panggilan makin mahal Paket internet naik terus harganya Ya rakyat kecil jadi mangsanya dengan segala keterbatasan ekonomi semakin parah,telkomsel fasiilitas layanannya buruk tarif panggilan mahal paket internet naik terus harganya rakyat jadi mangsanya keterbatasan ekonomi parah
"Linkaja ini sangat membantu sekali apalagi buat bayar online kayak bayar di tokopedia jadi lebih gampang dan cara penggunaan juga tampilannya gampang di mengerti, selain itu memudahakan banget sih dalam hal bayar listrik, air, pulsa, transportasi, masih banyak lagi sih tapi bener bener aplikasi yang sangat aku rekomendasikan buat orang orang yang sibuk atau pun mager.",membantu bayar onlen bayar tokopedia jadi gampang cara penggunaan tampilannya gampang mengerti memudahakan banget bayar listrik air pulsa transportasi benar benar rekomendasikan orang orang sibuk malas
"Aplikasi ini sangat luar biasa, jadi ada banyak sekali fitur yg bisa di manfaatkan oleh pengguna, jadi seolah olah anda menggunakan banyak aplikasi yg menjadi satu di aplikasi ini, dan kemudahan dalam melakukan top up juga merupakan hal yg paling fundamental di aplikadi ini, intinya link aja luar biasa...",luar jadi fitur manfaatkan pengguna jadi olah menggunakan menjadi satu kemudahan melakukan top up fundamental aplikadi intinya link luar
"Tolong balikin saldo saya ke nomor linkaja yang baru, nomor sya yang lama hangus saat ke grapari dan nelfon pihak linkaja jawaban nya malah suruh minta stempel basah ke grapari supaya nanti di scan di krim ke email linkaja, anda mkir apa gak sih saya bolak balik ke grapari gak ada pake stempel basah, rumit banget sh proses nya pdhl mau ambil uang sendiri toh disitu data sya terlihat jelas, asli sya menyesal pake apk ini mending apk sblh gak susah dan gak ribet, sy jamin ambruk nh apk bruk trs",balikin saldo nomor nomor hangus grapari menelepon pihak jawaban suruh meminta stempel basah grapari scan krim email memikir bolak balik grapari pakai stempel basah rumit banget sh proses ambil uang disitu data terlihat jelas asli menyesal pakai lebih baik sebelah susah ribet jamin ambruk nih bruk terus
"Akun sata setelah top up, tiba"" terblokir tanpa sebab.. Cara memulihkan hanya dengan call di callcenter... Minta riwayat"" sudah saya sebutkan tapi masih minta yg spesifik,,, nelpon call center aja harus beli pulsa.. 10.000 gak cukup... Tolong dong nih,, gimana jalan keluarnya.. Lumayan itu top upnya",akun sata top up tiba terblokir cara memulihkan call callcenter meminta riwayat sebutkan meminta spesifik nelpon call center beli pulsa cukup jalan keluarnya lumayan top upnya
"Baru install baru buka ,katanya ""akses telepon ditolak tidak perlu konfirmasi kembali"" nunggu sejam di appnya cuma ada logo linkaja belum juga apa-apa , apa yang salah? Semua izin sudah dicentang ,hapus data,tetap aja gabisa GAJELAS !",install katanya akses telepon ditolak perlu konfirmasi kembali menunggu sejam appnya logo salah izin dicentang hapus data tetap tidak bisa enggak jelas
"Enggak nyangka kalo untuk transaksi sekarang mudah sekalu, tidak perlu repot nyari-nyari mesin. Dulu waktu pergi-pergi repot sekali untuk transaksi nyari mesin dulu, belum lagi waktu itu banknya berbeda-beda. Pusing minta ampun, harus nunggu antri juga kalo buru-buru untuk hal yang mendesak jadi sulit. Untung sekarang ada link aja, pas nyobah pake enak banget enggak perlu panas-panas. Mau transaksi yang ovo, bayar tagihan, bayar asuransi,gopay, bayar gojek, bayar grab food jadi mudah sekarang.",menyangka untuk transaksi mudah sekalu perlu repot mencari mencari mesin waktu pergi pergi repot untuk transaksi mencari mesin waktu banknya berbeda beda pusing meminta ampun menunggu antri buru buru untuk mendesak jadi sulit untung link pas nyobah pakai enak banget perlu panas panas transaksi bayar tagihan bayar asuransi gopay bayar gojek bayar grab food jadi mudah
"Mohon diadakan nya setor tunai ATM LinkAja tanpa menggunakan top up bank. Jadikan dompet digital yang independent seperti OY! Ada mesin setor tunai nya, menggunakan nomor hp kita. Nanti otomatis sistem membacanya dan langsung saldo bertambah.",diadakan setor tunai atm menggunakan top up bank jadikan dompet digital independent oy mesin setor tunai menggunakan nomor handphone otomatis sistem membacanya langsung saldo bertambah
"Mau review sedikit tentang aplikasi LinkAja, aplikasi ini pas banget sih buat melakukan transaksi dimana aja dan kapan aja. Aku sebagai pecinta belanja online, dimudahkan banget nih buat belanja di Tokopedia dan bayarnya pake aplikasi LinkAja. Bener-bener se-praktis itu, thank you LinkAja!",review pas banget melakukan transaksi dimana pecinta belanja onlen dimudahkan banget belanja tokopedia bayarnya pakai benar benar praktis thank you
"awalnya saya sangat senang sampai saya sarankan ke temen2 dan orang2 terdekat apk ini untuk transfer tanpa ada admin. trus kenapa kmren lusa saya transfer ke bank bri tulisannya pending saldo saya berkurang, saya coba email csnya suru nunggu 1x24 jam saya tunggu tunggu smpe sekarang belum juga kembali ke saldo saya atau pun tf saya berhasil. saya email lagi juga blum ada respon. saya liat di youtube link eror komen2nya sama sperti yg saya alami! saya benar benar kecewa!!! nyesell bgett si ajm",awalnya senang sarankan teman orang terdekat untuk transfer admin terus kemarin lusa transfer bank bri tulisannya pending saldo berkurang coba email csnya suruh menunggu jam tunggu tunggu kembali saldo tf berhasil email respon lihat youtube link eror komen alami benar benar kecewa menyesal bgett ajm
"Wah suka banget sama aplikasi nya !!! User friendly banget! Bisa buat bayar listrik, membantu banget buat semua di masa pandemi gini saat harus ngejalanin semua serba di rumah aja , gak hanya beli atau bayar tagihan listrik , tapi bisa buat bayar grab food , bayar apk belanja online, beli pulsa, dan banyak lagi , sangat membantu sekali lebih praktis, mudah dan aman",suka banget friendly banget bayar listrik membantu banget masa pandemi ngejalanin serba rumah beli bayar tagihan listrik bayar grab food bayar belanja onlen beli pulsa membantu praktis mudah aman
Saya baru pesan nomer perdana dan buka akun aplikasi ini setelah memasukkan kode Verifikasi ternyata langsung keluar tulisan bahwa akun terblokir. Aneh saya belum pernah pakai akun dengan nomer ini tapi sudah terblokir. Saya tanya ke CS dan chat expert Link aja pertanyaannya mengarah saya sudah pernah pakai ini akun padahal saya dari awal bilang kalo saya belum pernah pakai tapi sampai akhir pertanyaannya tetap sama dan pihak Link aja tidak bisa membantu reset pin.. Tolong direspon..,pesan nomer perdana akun memasukkan kode verifikasi ternyata langsung keluar tulisan akun terblokir aneh pakai akun nomer terblokir tanya cs chat expelink pertanyaannya mengarah pakai akun awal bilang pakai akhir pertanyaannya tetap pihak link membantu reset pin direspon
"mudah digunakan untuk BAYAR DI BUKALAPAK, coba aja dulu pasti tidak menyesal, saya kasih bintang lima karena ini aplikasi rekomended banget cocok untuk pengusaha ataupun pribadi yabg gak suka ribet, mau beli atau bayar barang apapun enaknya pakai LinkAja.",mudah digunakan untuk bayar bukalapak coba menyesal bintang lima rekomended banget cocok untuk pengusaha pribadi yabg suka ribet beli bayar barang apapun enaknya pakai
"Kok punya saya jafi tidak bisa transfer sih udah coba live chat jadi ke browsing aneh di email tidak terkirim terus, kan di link aja punya saya ada uangnya kan jadi nyangkut terus gimana dong aplikasi nya benerin lah uang saya gimana???",punya jafi transfer coba live chat jadi browsing aneh email terkirim terus link punya uangnya jadi nyangkut terus benerin uang
Sangat mengecewakan dulu yang sangat mudah dan proses cepat sekarang proses lemot kalau ngadu ke gmail gk ada jwaban hanya cuma suruh nunggu 1×24 jam gitu trus walau sudah 1×24 jam spertinya link aja tidak mengurus kompain customer,mengecewakan mudah proses cepat proses lambat mengadu gmail gak jwaban suruh menunggu jam terus jam link mengurus kompain customer
"Saya sudah cukup lama menggunakan aplikasi ini, namun baru sekarang untuk pengisian pulsa 25 ribu dan 30 ribu tidak bisa. Menu pilihannya hilang dan yg tersisa hanya pulsa 50 ribu dan 100 ribu",cukup menggunakan untuk pengisian pulsa ribu ribu menu pilihannya hilang tersisa pulsa ribu ribu
