raw,processed
"Saya pengguna Link aja mulai dari masih bernama TCASH sampi sekrang berubah menjadi Link aja, selama menggunakan Link aja Transaksi sangat gampang sekali, berharab bertambah lama Kepercayaan pengguna juga semakin kuat, tapi semalam Top up dari Mobile Banking Saldo nya tidak masuk² hingga sekarang, padahal saldo di Mobile bangking Sudah terpotong. Dan berhrap link aja juga Buat GRAPARI ( KANTOR) di setiap kota, supaya kami pengguna gampang untuk cari Solusi.",pengguna link mulai bernama tcash sampi berubah menjadi link menggunakan link transaksi gampang berharab bertambah kepercayaan pengguna kuat semalam top up mobile banking saldo masuk saldo mobile bangking terpotong berhrap link grapari kantor kota pengguna gampang untuk cari solusi
Saya kembalikan ke bintang 4 ya. Dana saya sudah refund. Semoga kejadian gagal transaksi bisa menjadi bahan evaluasi LinkAja agar lebih baik kedepannya. Terima kasih.,kembalikan bintang refund semoga kejadian gagal transaksi menjadi bahan evaluasi baik kedepannya terima
"Hadeh saya kira aplikasi terpercaya saya mau transfer malah di pending, ingin cepat jadi gak tau samapinya kapan, saran jangan mau top up jika kita ingin menggunakannya di pending gak tau kapan kembalinya, saya akan naikan bintangnya kalau proses saya di selesaikan",hadeh kira terpercaya transfer pending cepat jadi tahu samapinya saran top up menggunakannya pending tahu kembalinya naikan bintangnya proses selesaikan
"Sdh top up semalam dari rekenig BRI k link aja teman sbsar 100k tapi sampai detik ini belum aja msuk d pembritahuan smntra proses. Gimana sih ini link aja? Drdlu saya pakai link aja untuk bertransaksi tp kalau ada kjadian sperti ini dan byk jg keluhan dan kasi raing rendah mau gmna lagi, kyknya sy berpindah aja, Kapan saldonya bsa masuk atau kembalikan saja? Huft",top up semalam rekenig bri link teman sbsar detik masuk pembritahuan smntra proses link drdlu pakai link untuk bertransaksi kjadian keluhan raing rendah gimana kayaknya berpindah saldonya masuk kembalikan mengeluh
"Tgl 19 juli 2021.. transaksi beli pulsa 200 ribu, keterangan berhasil dan sukses. Tapi pulsa tidak masuk.. saldo pun tdk kembali.. hubungi CSnya tdk bisa, di email di balas sistem dan mengantung.. Apakah ujung-ujungnya harus kehilangan saldo ??? Sudah pakai stegah tahun, dikecewakan begini...",tanggal juli transaksi beli pulsa ribu keterangan berhasil sukses pulsa masuk saldo kembali hubungi csnya email balas sistem mengantung ujungnya kehilangan saldo pakai stegah tahun dikecewakan
"Link aja sekarang JELEK SEKALI PELAYANANNYA!!!. Dua kali mengalami gagal transaksi tapi saldo berkurang. Transaksi pertama isi pulsa Indosat 12.000, gagal, tapi saldo berkurang. Saya komplen by email 3 hari kemudian pulsa balik lagi ke saldo. Transaksi ke dua saya isi pulsa Telkomsel 75.000 gagal dan saldo jelas sudah berkurang dong. Saya kembali komplen by email. TAPI SAMPE SEKARANG SALDO BELUM KEMBALI. MODUS APA LAGI INI?? NOMINAL 75000 BUKAN SEDIKIT YAA.., JAMAN LAGI SUSAH CARI DUIT.",link jelek pelayanannya dua kali mengalami gagal transaksi saldo berkurang transaksi pertama isi pulsa indosat gagal saldo berkurang komplen by email pulsa balik saldo transaksi dua isi pulsa telkomsel gagal saldo jelas berkurang kembali komplen by email saldo kembali modus nominal ya jaman susah cari duit
Assalamualaikum Selama sata pake link nda pernah bermasalah seperti ini..saya krm pulsa ke org trs smpe skrang puasanya nda masuk2 ke nmr org tersebut.pdhal saldo link saya sdg ke potong..trs itu awl2 pake link pulsa 5 - 10 itu ada tapi kenapa sekarang lama kelamaan isi pulsa tiba² pulsa 5 - 10 di tindakan.. gimana ini mohon kerja samanya ya,menjadi seseorang alamualaikum sata pakai link bermasalah kirim pulsa orang terus puasanya masuk nomor orang saldo link potong terus awal pakai link pulsa kelamaan isi pulsa tiba pulsa tindakan kerja samanya
Tiba tiba di blokir ga tau kenapa mana lupa saldo dan tgl keblokir ga tau tiba tiba aja keblokir ni akun sudah nlp callcenter sampe skrg ga ada kemajuan,tiba tiba blokir tahu lupa saldo tanggal keblokir tahu tiba tiba keblokir akun nlp callcenter kemajuan
"Aplikasi anak bangsa yang memalukan! Payah! Saya beli voucher WiFi.id, transaksi gagal tapi saldo terpotong. Hubungi cs suruh tunggu 24 jam, tapi gak ada hasilnya. Ini perampokan dengan cara halus.",anak bangsa memalukan payah beli voucher wifi id transaksi gagal saldo terpotong hubungi cs suruh tunggu jam hasilnya perampokan cara halus
Minus nya Sering error. Klok di buka cuma muncul logo nya aja. Trus ngakalin nya cuma bisa dgn cara uninstal baru download lagi dan itu nyebelin bgt. Tolong pihak link aja sistem nya di perbaiki lagi,minus error kalo muncul logo terus ngakalin cara uninstal download menyebalkan banget pihak link sistem perbaiki
"Bukti transaksi ga bisa d cetak lsng,ad tulisan SALIN,d klik yg tersalin hanya tulisan transaksi sukses aj,,g detailnya,,g BS d edit,",bukti transaksi cetak lsng tulisan salin klik tersalin tulisan transaksi sukses aja detailnya edit
"Udah berbagai cara tetep ga bisa di buka,, saya coba pakai aplikasi mitra linkaja,, tp pin nya slalu salah,, padahal pin belom pernah ganti dan masih aktik dengan my pertamina",berbagai cara tetap coba pakai mitra pin salah pin ganti aktik my pertamina
"Saya dua kali kemarin isi pulsa tgl 19 juli 2021 dan tidak masuk semuanya, sdh laporan disuruh 1X 24 jam belum masuk lagi disuruh nunggu lagi 3x24 jam... Mirissss....",dua kali kemarin isi pulsa tanggal juli masuk laporan disuruh jam masuk disuruh menunggu jam miris
transaksi sukse tapi saldo telat masuk kadang 2-3 hari baru masuk bahkan kadang lebih lama dari pada itu gimana nih LinkAja jangan kayak gtu dong yg make aplikasi jutaan orang tapi pelayanannya nggk maksimal seharusnya begitu transaksi trus keterangannya sukses ya saldonya juga harus masuk saat itu juga ini mah boro boro payah banget TOLONG DI PERBAIKI,transaksi sukses saldo terlambat masuk kadang masuk kadang gitu memakai jutaan orang pelayanannya maksimal transaksi terus keterangannya sukses saldonya masuk mah payah banget perbaiki
"Kak tolong lah diperbaiki lgi aplikasinya klo gak pengen banyak di komplain, masa saya beli pulsa nyampe dua kali di pemberitahuannya gagal tpi saldo saya berkurang terus, tolong lah masak iya saya harus merelakan kehilangan saldo saya...",kak diperbaiki aplikasinya komplain masa beli pulsa dua kali pemberitahuannya gagal saldo berkurang terus masak merelakan kehilangan saldo
"Saya kan beli pulsa lewat link aja terus keterangan nya gagal, terus emg belum masuk pulsanya tapi ko saldo saya berkurang sesuai jumlah pulsa yg mau saya beli. Gimana sih link aja trus saldo saya itu kmn",beli pulsa lewat link terus keterangan gagal terus masuk pulsanya saldo berkurang sesuai jumlah pulsa beli link terus saldo kemana
"Sangat membantu. Sekedar saran min, tambahkan fitur penghubung ulang dari tokopedia ke link aja saat melakukan pembayaran. Biar ngga bingung dan mesti batalkan pesanan lg",membantu sekedar saran min tambahkan fitur penghubung ulang tokopedia link melakukan pembayaran bingung mesti batalkan pesanan
Aplikasi e wallet terburuk yg pernah ada. Respon keluhan customer sangat buruk bertele tele tanpa ada penyelesaian. Segera anda pindah dari linkaja ke e wallet lain sebelum uang anda hilang. saldo saya 500.000 raib dan gak ada itikad pemulangan saldo dari link aja.,wallet terburuk respon keluhan customer buruk bertele tele penyelesaian pindah wallet uang hilang saldo raib itikad pemulangan saldo link
"Mantap, sangat membantu banget, pokok nya bagus deh, kalian ga bakal kecewa👍👍👍👍👍👍👍link aja, apa pun bisa, transfer, isi pulsa, pln, pokonya serba bisa, kapan dan di manapun anda bisa mmpergunakannya, terimakasih link aja🙏🙏🙏🙏",mantap membantu banget pokok bagus deh bakal kecewa link transfer isi pulsa pln pokoknya serba manapun mmpergunakannya terimakasih link
"Kasih ** dlu deh, transaksi saya ke BNI seharian statusnya Pending mana saldo udah kepotong lagi,cs sudah di email blm ada tindak lanjut juga, apa iya harus menunggu 1/2/3x24 jam?",deh transaksi bni seharian statusnya pending saldo kepotong cs email tindak lanjut menunggu jam
Makin parah jinggg... Gak bisa ke pakai... Gangguan parah... Mending dah ku brhenti makai link.,parah anjing pakai gangguan parah lebih baik ku brhenti makai link
"Aduch!! Gara2"" apdet pembaruan LinkAja,,ko masuk lg dibikin susah bgt,,padahal sbelumnya uda pnya akun LinkAja tolong donk perbaiki,,saldonya msh ada tp ko ga bs msk lg dimna nich 😂😂😂😂😂😂😂😂😂",aduch gara apdet pembaruan masuk dibikin susah banget sbelumnya punya akun perbaiki saldonya masuk dimna nih
Ini aplikasi gimana ya . Orang udah bikin pengaduan lewat call center dan email tapi tetep aja akun saya belom balik balik. Ke blokir karena salah pin . Ayo dong cepet kerja nya . Uang lumayan itu disitu .,orang pengaduan lewat call center email tetap akun balik balik blokir salah pin ayo cepat kerja uang lumayan disitu
"Aplikasi dompet digital Indonesia yang paling susah untuk di upgrade ,udh foto ktp bner dan ngak blur dibilang blurr aneh",dompet digital indonesia susah untuk upgrade udah foto ktp benar nggak blur dibilang blurr aneh
"Hallo linkaja, ini kenapa akun saya tiba-tiba gabisa masuk dengan warning sudah tidak bisa terpakai?? Mohon di realisikan lagi, masih ada saldonya. Link aja, mohon respon baiknya. 🙏 Terimakasih.",halo akun tiba tiba tidak bisa masuk warning terpakai realisikan saldonya link respon sebaiknya terimakasih
Asli nya ... Aplikasi ini gimana sih ???? ... Masa sudah 2x sy download gak bisa dibuka .... sy hapus trs download lg ... Tetap ga di buka ..... Di kasih 3 bintang aja sudah untung .... Makasih.,asli masa download dibuka hapus terus download tetap bintang untung terima kasih
"Sangat enak menggunakan link aja, tapi tolong buatkan riwayat pembayaran, tagihan, dan tranfer... sulit banget mencari bukti yang sdh lewat 1 bulan yang lalu",enak menggunakan link buatkan riwayat pembayaran tagihan tranfer sulit banget mencari bukti lewat bulan
"Jujur, CS nya buat naik pitan.. pengen mengaktifkan krn sdh lama g aktif, tanya berbelit"" kyk saya bukan pemilik aja, nomor yg dipake telp ya nomor yg didaftarkan, nama ya sdh benar kq masih tanya yg lain"".. SUNGGUH MENJENGKELKAN",jujur cs naik pitan mengaktifkan aktif tanya berbelit kayak pemilik nomor dipakai telepon nomor didaftarkan nama benar tanya sungguh menjengkelkan
"Payah sekarang ini aplikasi,,, sering eror jangan di dowload lah kalau ngak mau kecewa,,, saya kirim pulsa ke nomor saya 2x tulisannya gagal,,, tapi saldo saya berkurang,,, dan saya sudah chat live sama aplikasi link di suruh tunggu 1*24 tapi hasilnya tetap aja saldo link saya tidak kembali,,, uninstal aja link nya,,, aplikasi sering error,,,, 👎👎👎",payah eror dowload nggak kecewa kirim pulsa nomor tulisannya gagal saldo berkurang chat live link suruh tunggu hasilnya tetap saldo link kembali uninstal link error
Link aja ni emang merugikan banget Lo Sering banget ngisi pulsa atau token listrik pending terus mana jumlahnya banyak,link merugikan banget banget mengisi pulsa token listrik pending terus jumlahnya
"Sangat bagus dan mudahkan untuk transaksi, terimakasih link aja,dengan link aja transaksi apupun lebih muda dan cepat prosesnya👍👌👌😘,pokoknya the best untuk link aja,dan senang bisa pake link,😁😁😁🤗",bagus mudahkan untuk transaksi terimakasih link link transaksi apupun muda cepat prosesnya pokoknya the best untuk link senang pakai link
"Tetap saja susah untuk masuk ke layanan full service,hanya karena ktp agak buram fotonya tidak bisa kebaca,berulang kali di coba gagal terus,padahal signal full 4G. Terus apa harus ganti ktp dulu biar bisa masuk???????????????????",tetap susah untuk masuk layanan full service ktp buram fotonya kebaca berulang kali coba gagal terus signal full terus ganti ktp masuk
"Kenapa saya gak bisa transper. Padahal sebelumnya saya sudah beberapa kali tranper. Transaksi saya bulan ini tidak melewati limit, baik jumlah transaksi atau jumlah uang yg saya transper. Gak jelas memang, di ikuti petunjuk yg diberikan Eh,,,,,,,,, malah gak bisa masuk lagi. Atur pin baru,,,,, setepah mendapat kode OPT, tapi gak berlaku. Beberapa kali dicoba, begitu terus",transper kali tranper transaksi bulan melewati limit baik jumlah transaksi jumlah uang transper jelas ikuti petunjuk diberikan eh masuk atur pin setepah mendapat kode opt berlaku kali dicoba terus
Terlalu dipersulit untuk permohonan buka blokir akun. Sangat menyayangkan aplikasi linkaja ini. Gak ada respon yang berperi kemanusiaan. Sangat dipersulit banget,dipersulit untuk permohonan blokir akun menyayangkan respon berperi kemanusiaan dipersulit banget
"Tanggal 9 Juni 2021 saya transfer uang melalui link aja ke rekening BNI. Tapi sampai sekarang uangnya belum masuk ke Rekening BNI. Padahal sudah sukses dan saldo di link aja saya kepotong. Saya teliti lagi nomer rekening, siapa tau saya yang salah. Ternyata gak salah. Memang benar nomer rekening yang saya tuju... Saya juga sudah DM admin link aja di instagram, tapi sampai sekarang tidak ada balasannya.. Tolong yang admin link aja. Masalahnya saldo sayang kepotong, bukan uang sedikit",tanggal juni transfer uang link rekening bni uangnya masuk rekening bni sukses saldo link kepotong teliti nomer rekening tahu salah ternyata salah benar nomer rekening tuju dm admin link instagram balasannya admin link masalahnya saldo sayang kepotong uang
"Parah dan sangat parah sekali.. Aplikasi tidak bisa diandalkan.. Sangat kecewa dengan pelayanan.. Disuruh menunggu 1x24 jam, setelah itu dihubungi lagi menunggu lagi 1x24 jam.. Sudah ambil saja uang tersebut.. Semoga berkah.. Katanya sudah berhasil.. Buktinya sampai saat ini detik ini.. Dana tersebut tidak masuk masuk ke rekening.. Lebih baik jangan download aplikasi ini.. Karena jika terjadi penarikan terus pending, tidak ada jalan keluarnya.. Sangat kecewa..",parah parah diandalkan kecewa pelayanan disuruh menunggu jam dihubungi menunggu jam ambil uang semoga berkah katanya berhasil buktinya detik masuk masuk rekening baik download terjadi penarikan terus pending jalan keluarnya kecewa
"Kemarin transaksi tagihan bpjs, katanya cashback 8% tapi setelah pembayaran malah gak dapet cashback sepeserpun, tau gitu mending bayar di shopee/tokopedia/bukalapak yg udah jelas ada voucher cashback nya. Padahal waktu promo baru dimulai dan saya melakukan transaksi masih pagi masa kuota hariannya sudah habis? Mending terapkan sistem voucher seperti platform yg lain, biar jelas bakal dapat cashback atau tidak nya, biar pelanggan gak kecewa",kemarin transaksi tagihan bpjs katanya cashback pembayaran cashback sepeserpun tahu lebih baik bayar shopee tokopedia bukalapak jelas voucher cashback waktu promo dimulai melakukan transaksi pagi masa kuota hariannya habis lebih baik terapkan sistem voucher platform jelas bakal cashback pelanggan kecewa
"Sejauh ini,aku belum mau transaksi di aplikasih ini.karena sudah beberapa kali aku mau verifikasih email,susah sekali.tombol verifikasih email dan linknya nggk berfungsi.verifikasih email sjha susah,apalagi klu mau upgrade ke akun premium.tlng kepada developer,apa yang menjadi keluhan dari nasabah,tlng segerah di perbaiki.spya kepercayaan nasabah pada aplikasi ini,nggk memudar.aku perna uninstal dan download ulang,tapi ttp ajha verifikasih emailnya nggk bisah.mohon perbaiki yach,,,? plisss",sejauh transaksi aplikasih kali verifikasih email susah tombol verifikasih email linknya berfungsi verifikasih email sjha susah upgrade akun premium tlng developer menjadi keluhan nasabah tlng segerah perbaiki spya kepercayaan nasabah memudar uninstal download ulang tetap verifikasih emailnya bisah perbaiki ya plis
Saya Beli Pulsa 100 ribu. Sampai Sekarang Belom Masuk Masuk. Tapi Saldo Saya Sudah Terpotong. Saya Ga ikhlas Dunia Akhirat. Kalo Saldo Saya Belum Di Balikin,beli pulsa ribu masuk masuk saldo terpotong ikhlas dunia akhirat saldo balikin
Transfer ke bank bri pending. Dana sudah berkurang. Harus menunggu 24 jam . Kirim uang ke rekening bank . Mau di pakai hari ini juga . Itu uang mau di pakai buat bayar hutang . Jawabannya : Info lanjut hubungi email : @linkajah.id 😤😤😤😤😤😤😤😤😤😤 Kacauuuuuuuuuuuuuu Kapoooookkk ga mau pakai link ajah lagi . Pindah ke DANA atau GO PAY . Lancarrrrrrrrrrrrrrrrr,transfer bank bri pending berkurang menunggu jam kirim uang rekening bank pakai uang pakai bayar hutang jawabannya informasi lanjut hubungi email id kacau kapok pakai link pindah go pay lancar
"Maaf mau bertanya, kenapa waktu saya mau membuka aplikasi linkaja, muncul tulisan ""akses nomor anda ditolak tidak perlu konfirmasi ulang"". Itu kenapa yah?  Pdhl sebelumnya baik2 aja kayak biasa",maaf bertanya waktu membuka muncul tulisan akses nomor ditolak perlu konfirmasi ulang ya baik
"Maaf hanya rate 1. Uang macet, sudah digunakan untuk transaksi masuk di pending dan akhirnya gagal, padahal saldo kepotong. pas sudah buat claim incident slowrespon dan tidak sesuai dg yg ada di lapangan. Claim incident tidak hanya 2 atau 3x. Lebih dari 5x tapi sama aja hasilnya nihil. Ngga ada uang kembali, so sad. Mungkin akan mudah jika diurus secara langsung (mendatangi office). Sangat disayangkan karena sangat terbatas pengurusan jika melalui online saja",maaf rate uang macet digunakan untuk transaksi masuk pending gagal saldo kepotong pas claim incident slowrespon sesuai lapangan claim incident hasilnya nihil uang kembali sok sad mudah diurus secara langsung mendatangi office disayangkan terbatas pengurusan onlen
"Woi admin, tolong lah pembelian gagal tapi saldo tidak kembali, telp cs dan email tidak ada solusi, mau makan uang orang apa harus begini yah caranya.",woi admin pembelian gagal saldo kembali telepon cs email solusi makan uang orang ya caranya
"Ewallet buatan negara tapi kualitasnya gak sesuai apa yg diharapkan rakyat, tujuannya dibuat aplikasi seperti ini agar lalu lintas pembayaran cepat, tapi masalahnya saldo sering suka nyangkut dan proses lama bahkan lebih lama dari e wallet swasta yg lain...",ewallet buatan negara kualitasnya sesuai diharapkan rakyat tujuannya dibuat lintas pembayaran cepat masalahnya saldo suka nyangkut proses wallet swasta
Halo min mohon bantuannya .. Saya punya kendala akun link saya terblokir dan saya sudah telfon 2 kali ke costumer.. mohon bantuannya dan caranya agar akun link saya bisa di pake kembali,halo min bantuannya punya kendala akun link terblokir telfon kali costumer bantuannya caranya akun link pakai kembali
"Aplikasi ampas , buat pembayaran lain gagal terus . Klo gak Niat Kerjasama dngan pihak pembayaran laen mending gak usah . Mana saldo masih nyangkut di Linkaja.",ampas pembayaran gagal terus niat kerjasama pihak pembayaran lebih baik perlu saldo nyangkut
"Saya baru kali coba & sesuai harapan. Apa lagi LinkAja Syariah, Wow! Saya berharap untuk kedepannya lebih Oke lagi, serta semoga tidak ada yg merasa dikecewakan & terus sukses, Aamiin... 👍👍👍👌👌👌🙆🙆🙆",kali coba sesuai harapan syariah wow berharap untuk kedepannya oke semoga merasa dikecewakan terus sukses amin
Untuk saya pribadi. Aplikasi ini sangat membantu buat transaksi beli sesuatu. Dan bisa kirim ke sesama aku link juga.dan bisa transfer gak ribet. Ya Poko nya bagus buat kalangan anak muda. Yang suka nabung.,untuk pribadi membantu transaksi beli kirim link transfer ribet pokok bagus kalangan anak muda suka nabung
Saya membeli pulsa di link aja. Dri tgl 19 juli sampe skrng blom masuk jg. Dan di riwayat tertulis SUKSES dan saldo saya udh berkurang. Dan saya udh melapor ke pihak email link aja. Tetapi blom ada solusi nya,membeli pulsa link tanggal juli masuk riwayat tertulis sukses saldo udah berkurang udah melapor pihak email link solusi
"Apaan ini,disaat benar benar perlu malah peningkatan peningkatan terus udah 2 jam nyoba ,apanyaaa yang bilang coba sesaat lagi,tetap aja gak bisa ,gak jelas berapa lama ,hub cs disuruh coba berkala, !!! Gak tau apa kita lagi butuh banget untuk urusan kita.",disaat benar benar perlu peningkatan peningkatan terus jam mencoba apanya bilang coba tetap jelas hubungi cs disuruh coba berkala tahu butuh banget untuk urusan
"Saya Beli Kuota Data dan Gagal Transaksi, Tapi Saldo Saya Tidak Kembali, Saya Kirim E-mail ke CS-Nya Dan Di suruh menunggu 3x24 Jam, tapi Belum Cukup Satu Hari Tiket Saya Ditutup dan Saldo Saya Belum Kembali. Jadi Saran Saya Lebih Baik Pilih E-walet Lain, Kalau Link Aja Suka Ambil Saldo Orang , Nanti Kalian Menyesal, Mungkin Kalian Bisa lihat komentar teman yang lain, ada yang d suruh menunggu 14x24 Jam, dan Sudah Satu Bulan Saldo nya tidak Kembalikan, Bukankah Itu Namanya ""MENCURI""",beli kuota data gagal transaksi saldo kembali kirim mail cs suruh menunggu jam cukup satu tiket ditutup saldo kembali jadi saran baik pilih walet link suka ambil saldo orang menyesal lihat komentar teman suruh menunggu jam satu bulan saldo kembalikan namanya mencuri
Ini kenapa kok sering gak bisa dubuka aplikasinya sampek saya uninstal n downlod lagi tetep saya gk bisa2 udah saya ada kperluan mendadak mau transfer malah gk bisa dibuka.mohon kasih penjelasan yg benar?saya pengguna setia linkaja dari awal,dubuka aplikasinya uninstal downlod tetap gak kperluan mendadak transfer gak dibuka penjelasan benar pengguna setia awal
"Kok belum ada pilihan bank BSI ya, padahal kan bank BSI, termasuk HIMBARA, semoga segera diupdate ya, biar transaksi makin mudah, Soalnya di Aceh gk ada lg bank himbara (bni, mandiri, dan bri) krna terbentur dg qanun aceh, Jd akan sangat kesulitan kalau bank bsi tidak ada dipilihan, Takut kena biaya admin, Semoga tarik uang ke bank BSI gratis",pilihan bank bsi bank bsi termasuk himbara semoga diupdate transaksi mudah soalnya aceh gak bank himbara bni mandiri bri terbentur qanun aceh jadi kesulitan bank bsi dipilihan takut kena biaya admin semoga tarik uang bank bsi gratis
"Beli paket data dan saldo terpotong, sudah menunggu 1 hari belum masuk. Lapor ke CS diminta menunggu 1 x 24 jam, tetapi paket data juga belum masuk. Lapor lagi, diminta menunggu 3 x 24 jam.",beli paket data saldo terpotong menunggu masuk lapor cs diminta menunggu jam paket data masuk lapor diminta menunggu jam
"Masih mau protes tentang fitur Kartu Debit.WHY??? Udah satu minggu masih belum bisa di pakai,padahal keteranganya ""fitur ini kami optimalkan dulu ya setelah ini anda bisa menggunakanya kembali"".tapi sampe sekarang belum bisa di pake.padahal itu cara paling praktis buat isi saldo.Fix mending uninstal aja ni apk",protes fitur kartu debit why satu minggu pakai keteranganya fitur optimalkan menggunakanya kembali pakai cara praktis isi saldo fix lebih baik uninstal
"Makin hari makin buruk aja, saat masuk ke aplikasinya hanya muncul logo Linkaja yang berlatar warna putih dan tidak bisa masuk ke beranda. Saya coba update Apk-nya tetap aja gak bisa masuk. Kalau sudah seperti ini saldo kita yang masih tersimpan itu mau dikemanain coba,,, haduhh.... Apk yang kurang terpercaya ini namanya.",buruk masuk aplikasinya muncul logo berlatar warna putih masuk beranda coba update tetap masuk saldo tersimpan dikemanakan coba haduhh kurang terpercaya namanya
Tolong di perbaiki sistem nya. Masa selalu tiap hari kalo sudah jam 12 malam keatas mau transfer ke bank selalu di tingkat kan terus keterangan nya. Jadi tidak bisa di handalkan.. kalah sama aplikasi sebelah!,perbaiki sistem masa jam malam keatas transfer bank tingkat terus keterangan jadi handalkan kalah sebelah
"Akun terblokir. Sudah lama tdk pakai link aja, mw coba pake lagi ternyata salah login 3x. Sama cs pun tidak seperti harapan. Dtanya saldo terakhir, transaksi terakhir tidak ingat sama sekali. Dri cs pun tidak ada niat untuk cari jalan lain untuk verifikasi kalau memang benar ini akun saya yg terblokir. Ntah verifikasi ktp ato email ato apa.",akun terblokir pakai link now watching coba pakai ternyata salah login cs harapan dtanya saldo terakhir transaksi terakhir ingat cs niat untuk cari jalan untuk verifikasi benar akun terblokir verifikasi ktp email
"Link Aja sekarang 👎🏻, minta kode verifikasi yang akan di kirim ke sms tapi tidak dikirim-kirim sampai Customer Locked, apa-apaan yang salah dari pihak Link Aja ga kirim SMS kode verifikasi, kok Customer yang di Lock, kalau ga niat buat aplikasi langsung ke laut saja, cabut dari Play Store, wasting time & internet kuota.",link meminta kode verifikasi kirim sms dikirim kirim customer locked salah pihak link kirim sms kode verifikasi customer lock niat langsung laut pergi play store wasting time internet kuota
Kenapa akun saya tiba_tiba tidak bisa tranfer ke rekening BANK.. biasa lacar langsung bisa. Apakah ada batas tranfer ke REKENING BANK. Tolong di perbaiki,akun tiba tiba tranfer rekening bank lacar langsung batas tranfer rekening bank perbaiki
"Dompet digital yang sangat bagus, mudah digunakan. Tapi ada satu yang menurut saya kurang. Apabila Kartu Atau nomor hp kita hangus atau tidak bisa digunakan lagi, untuk bisa akses kembali ke Akun kita sangat rumit. Kedepannya kalau bisa kode OTP atau kode sejenisnya itu bisa kita dapatkan tidak hanya lewat nomor hp aja, tapi bisa kita dapatkan lewat email yang terdaftar di Akun juga.",dompet digital bagus mudah digunakan satu menurut kurang kartu nomor handphone hangus digunakan untuk akses kembali akun rumit kedepannya kode otp kode sejenisnya dapatkan lewat nomor handphone dapatkan lewat email terdaftar akun
"Aplikasi LinkAja sangat bagus, Dompet digital yang banyak manfaatnya bisa digunakan untuk membeli paket internet, pulsa dengan harga murah dan banyak lagi fitur yang lainnya sehingga memudahkan pengguna untuk bayar berbayar tanpa menggunakan uang tunai",bagus dompet digital manfaatnya digunakan untuk membeli paket internet pulsa harga murah fitur memudahkan pengguna untuk bayar berbayar menggunakan uang tunai
"Transaksi transfer uang di pending trus, padahal saldo berkurang.. Jadi bikin susah aplikasi ini, mungkin selesai pending nya bulan depan. Puufftt 😪😪",transaksi transfer uang pending terus saldo berkurang jadi susah selesai pending bulan puufftt
"LinkAja sangat bagus dan praktis/mudah, cara menggunakannya.untuk belanja harian atau tagihan ada disini, ayo!... jangan ragu untuk mendowload",bagus praktis mudah cara menggunakannya untuk belanja harian tagihan ayo ragu untuk mendowload
Awas semuanya hati2 jangan donlod link j aplikasi brengsek .kalo ada kendala customer servis nya ga respon dan ga segera teratasi Sumpah nyesel banget pke link j Pagi pagi udah bikin masalah Saran sy transaksi besar deh kalian pasti nyesel n nyesek saldo hilang,awas hati donlod link brengsek kendala customer servis respon teratasi sumpah menyesal banget pakai link pagi pagi masalah saran transaksi besar deh menyesal menyesak saldo hilang
"Masuk top 5 aplikasi e-wallet paling populer tapi yang paling nggak amanah dan jelas dengan sistem cashbacknya. Nunggu dikomplain dulu, baru diproses, dan masuk. Riwayat dan notifiksi cashback yang masuk ke saldo bonus juga tidak bisa ditelusuri: transaski yang mana, berapa besarannya cashbacknya detailnya, payah aplikasi e-wallet kelas BUMN milik negara begini?! Diketawain sama swasta yang aplikasi e-walletnya lebih prudent dan jelas.",masuk top wallet populer amanah jelas sistem cashbacknya menunggu dikomplain diproses masuk riwayat notifiksi cashback masuk saldo bonus ditelusuri transaski besarannya cashbacknya detailnya payah wallet kelas bumn milik negara diketawain swasta walletnya prudent jelas
Kecewa sama linkaja masa transaksi di pending ga kembali udh ngurusin live chat gmail katanya tunggu 14/24 jam nyatanya udh 26 jam masih belum kembali!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!)!)!!!!!!)!)!!)!)!!!!,kecewa masa transaksi pending kembali udah mengurusi live chat gmail katanya tunggu jam nyatanya udah jam kembali
"Halo min kenapa aplikasi linkajad hp Oppo Reno 6 GK bisa d gunakan ya?linkaja sy jl mw masuk selalu ad tulisan no telpon tidak respon,jangan tanyakan lagi,tolong min karena saldo q lumayan banyak d linkaja",halo min linkajad handphone oppo reno gak gunakan jalan now watching masuk tulisan no telpon respon tanyakan min saldo lumayan
YaAllaaah. Untuk tf aja sampai skrg gak bisaa. Ini gimanaa yaa? Padahal perlu bgt. Udah di upgrade tetap aja gak jalan2. Muter2 di logo ajaaa. Tolong dong diperbaiki app nyaa,ya allah untuk tf ya perlu banget upgrade tetap jalan muter logo diperbaiki app
jangan mau pake app ini. mending ovo gopay shopepay dana aja. ini ga recommend app BUMN yang ribet. ganti nomor hp harus ke grapari. di situasi seperti ini harus pergi2 cuma ganti nomor hp doang. sungguh app paling aneh. saran aja jangan coba2 install. mending pake e-wallet yang lain. lebih mudah,pakai app lebih baik gopay shopepay recommend app bumn ribet ganti nomor handphone grapari situasi pergi ganti nomor handphone doang sungguh app aneh saran coba install lebih baik pakai wallet mudah
